Cod_Tipo,Tipo,Cod_Concepto,Concepto,Cod_Cuenta,Cuenta,Cod_SubCuenta,SubCuenta,Cod_Auxiliar,Auxiliar
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.7,"SERVICIOS DE CONSERVACIÓN, REPARACIONES MENORES E INSTALACIONES TEMPORALES",2.2.7.2,Mantenimiento y reparación  de maquinarias y equipos,2.2.7.2.06,"Mantenimiento y reparación de equipos de transporte, tracción y elevación"
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.7,"SERVICIOS DE CONSERVACIÓN, REPARACIONES MENORES E INSTALACIONES TEMPORALES",2.2.7.3,Instalaciones temporales,2.2.7.3.01,Instalaciones temporales
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.1,Gastos y representación judiciales,2.2.8.1.01,Gastos judiciales
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.2,Comisiones y gastos,2.2.8.2.01,Comisiones y gastos
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.4,Servicios funerarios y gastos conexos,2.2.8.4.01,Servicios funerarios y gastos conexos
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.5,"Fumigación, lavandería, limpieza e higiene",2.2.8.5.01,Fumigación
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.5,"Fumigación, lavandería, limpieza e higiene",2.2.8.5.02,Lavandería
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.5,"Fumigación, lavandería, limpieza e higiene",2.2.8.5.03,Limpieza e higiene
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.6,"Servicio de organización de eventos, festividades y actividades de entretenimiento",2.2.8.6.01,Eventos generales
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.6,"Servicio de organización de eventos, festividades y actividades de entretenimiento",2.2.8.6.02,Festividades
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.6,"Servicio de organización de eventos, festividades y actividades de entretenimiento",2.2.8.6.04,Actuaciones artísticas
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.7,Servicios Técnicos y Profesionales,2.2.8.7.01,Servicios técnicos y profesionales
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.7,Servicios Técnicos y Profesionales,2.2.8.7.02,Servicios jurídicos
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.7,Servicios Técnicos y Profesionales,2.2.8.7.03,Servicios de contabilidad y auditoría
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.7,Servicios Técnicos y Profesionales,2.2.8.7.04,Servicios de capacitación
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.7,Servicios Técnicos y Profesionales,2.2.8.7.05,Servicios de informática y sistemas computarizados
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.7,Servicios Técnicos y Profesionales,2.2.8.7.06,Otros servicios técnicos profesionales
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.8,"Impuestos, derechos y tasas",2.2.8.8.01,Impuestos
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.8,"Impuestos, derechos y tasas",2.2.8.8.03,Tasas
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.9,OTRAS CONTRATACIONES DE SERVICIOS,2.2.9.2,Servicios de alimentación,2.2.9.2.01,Servicios de alimentación
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.1,ALIMENTOS Y PRODUCTOS AGROFORESTALES,2.3.1.1,Alimentos y bebidas para personas,2.3.1.1.01,Alimentos y bebidas para personas
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.1,ALIMENTOS Y PRODUCTOS AGROFORESTALES,2.3.1.3,Productos agroforestales y pecuarios,2.3.1.3.03,Productos forestales
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.1,ALIMENTOS Y PRODUCTOS AGROFORESTALES,2.3.1.4,"Madera, corcho y sus manufacturas",2.3.1.4.01,"Madera, corcho y sus manufacturas"
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.2,TEXTILES Y VESTUARIOS,2.3.2.2,Acabados textiles,2.3.2.2.01,Acabados textiles
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.2,TEXTILES Y VESTUARIOS,2.3.2.3,Prendas y accesorios de vestir,2.3.2.3.01,Prendas y accesorios de vestir
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.3,"PAPEL, CARTÓN E IMPRESOS",2.3.3.1,Papel de escritorio,2.3.3.1.01,Papel de escritorio
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.3,"PAPEL, CARTÓN E IMPRESOS",2.3.3.2,Papel y cartón,2.3.3.2.01,Papel y cartón
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.3,"PAPEL, CARTÓN E IMPRESOS",2.3.3.3,Productos de artes gráficas,2.3.3.3.01,Productos de artes gráficas
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.3,"PAPEL, CARTÓN E IMPRESOS",2.3.3.4,"Libros, revistas y periódicos",2.3.3.4.01,"Libros, revistas y periódicos"
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.4,PRODUCTOS FARMACÉUTICOS,2.3.4.1,Productos medicinales para uso humano,2.3.4.1.01,Productos medicinales para uso humano
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.5,"CUERO, CAUCHO Y PLÁSTICO",2.3.5.3,Llantas y neumáticos,2.3.5.3.01,Llantas y neumáticos
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.5,"CUERO, CAUCHO Y PLÁSTICO",2.3.5.4,Artículos de caucho,2.3.5.4.01,Artículos de caucho
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.5,"CUERO, CAUCHO Y PLÁSTICO",2.3.5.5,Plástico,2.3.5.5.01,Plástico
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.6,"PRODUCTOS DE MINERALES, METÁLICOS Y NO METÁLICOS",2.3.6.1,"Productos de cemento, cal, asbesto, yeso y arcilla",2.3.6.1.01,Productos de cemento
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.6,"PRODUCTOS DE MINERALES, METÁLICOS Y NO METÁLICOS",2.3.6.1,"Productos de cemento, cal, asbesto, yeso y arcilla",2.3.6.1.04,Productos de yeso
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.6,"PRODUCTOS DE MINERALES, METÁLICOS Y NO METÁLICOS",2.3.6.2,"Productos de vidrio, loza y porcelana",2.3.6.2.01,Productos de vidrio
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.6,"PRODUCTOS DE MINERALES, METÁLICOS Y NO METÁLICOS",2.3.6.2,"Productos de vidrio, loza y porcelana",2.3.6.2.02,Productos de loza
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.6,"PRODUCTOS DE MINERALES, METÁLICOS Y NO METÁLICOS",2.3.6.2,"Productos de vidrio, loza y porcelana",2.3.6.2.03,Productos de porcelana
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.6,"PRODUCTOS DE MINERALES, METÁLICOS Y NO METÁLICOS",2.3.6.3,Productos metálicos y sus derivados,2.3.6.3.04,Herramientas menores
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.6,"PRODUCTOS DE MINERALES, METÁLICOS Y NO METÁLICOS",2.3.6.3,Productos metálicos y sus derivados,2.3.6.3.06,Productos metálicos
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.6,"PRODUCTOS DE MINERALES, METÁLICOS Y NO METÁLICOS",2.3.6.4,Minerales,2.3.6.4.04,"Piedra, arcilla y arena"
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.7,"COMBUSTIBLES, LUBRICANTES, PRODUCTOS QUÍMICOS Y CONEXOS",2.3.7.1,Combustibles y lubricantes,2.3.7.1.01,Gasolina
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.7,"COMBUSTIBLES, LUBRICANTES, PRODUCTOS QUÍMICOS Y CONEXOS",2.3.7.1,Combustibles y lubricantes,2.3.7.1.02,Gasoil
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.7,"COMBUSTIBLES, LUBRICANTES, PRODUCTOS QUÍMICOS Y CONEXOS",2.3.7.1,Combustibles y lubricantes,2.3.7.1.04,Gas GLP
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.7,"COMBUSTIBLES, LUBRICANTES, PRODUCTOS QUÍMICOS Y CONEXOS",2.3.7.1,Combustibles y lubricantes,2.3.7.1.05,Aceites y grasas
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.7,"COMBUSTIBLES, LUBRICANTES, PRODUCTOS QUÍMICOS Y CONEXOS",2.3.7.1,Combustibles y lubricantes,2.3.7.1.06,Lubricantes
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.7,"COMBUSTIBLES, LUBRICANTES, PRODUCTOS QUÍMICOS Y CONEXOS",2.3.7.2,Productos químicos y conexos,2.3.7.2.04,Abonos y fertilizantes
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.7,"COMBUSTIBLES, LUBRICANTES, PRODUCTOS QUÍMICOS Y CONEXOS",2.3.7.2,Productos químicos y conexos,2.3.7.2.05,"Insecticidas, fumigantes y otros"
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.7,"COMBUSTIBLES, LUBRICANTES, PRODUCTOS QUÍMICOS Y CONEXOS",2.3.7.2,Productos químicos y conexos,2.3.7.2.06,"Pinturas, lacas, barnices, diluyentes y absorbentes para pinturas"
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.9,PRODUCTOS Y ÚTILES VARIOS,2.3.9.1,Útiles y materiales de limpieza e higiene,2.3.9.1.02,Materiales de limpieza e higiene personal
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.9,PRODUCTOS Y ÚTILES VARIOS,2.3.9.2,"Útiles  y materiales de escritorio, oficina, informática, escolares y de enseñanza",2.3.9.2.01,"Útiles  y materiales de escritorio, oficina e informática"
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.9,PRODUCTOS Y ÚTILES VARIOS,2.3.9.3,"Útiles menores médico, quirúrgicos o de laboratorio",2.3.9.3.01,"Útiles menores médico, quirúrgicos o de laboratorio"
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.9,PRODUCTOS Y ÚTILES VARIOS,2.3.9.4,"Útiles destinados a actividades deportivas, culturales y recreativas",2.3.9.4.01,"Útiles destinados a actividades deportivas, culturales y recreativas"
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.9,PRODUCTOS Y ÚTILES VARIOS,2.3.9.5,Útiles de cocina y comedor,2.3.9.5.01,Útiles de cocina y comedor
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.9,PRODUCTOS Y ÚTILES VARIOS,2.3.9.6,Productos eléctricos y afines,2.3.9.6.01,Productos eléctricos y afines
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.9,PRODUCTOS Y ÚTILES VARIOS,2.3.9.8,Repuestos y accesorios menores,2.3.9.8.01,Repuestos
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.9,PRODUCTOS Y ÚTILES VARIOS,2.3.9.9,Productos y útiles varios no identificados precedentemente (n.i.p.),2.3.9.9.05,Productos y útiles diversos
2,GASTOS,2.4,TRANSFERENCIAS CORRIENTES,2.4.1,TRANSFERENCIAS CORRIENTES AL SECTOR PRIVADO,2.4.1.2,Ayudas y donaciones a personas,2.4.1.2.01,Ayudas y donaciones programadas a hogares y personas
2,GASTOS,2.4,TRANSFERENCIAS CORRIENTES,2.4.1,TRANSFERENCIAS CORRIENTES AL SECTOR PRIVADO,2.4.1.2,Ayudas y donaciones a personas,2.4.1.2.02,Ayudas y donaciones ocasionales a hogares y personas
2,GASTOS,2.4,TRANSFERENCIAS CORRIENTES,2.4.1,TRANSFERENCIAS CORRIENTES AL SECTOR PRIVADO,2.4.1.4,Becas y viajes de estudios,2.4.1.4.01,Becas nacionales
2,GASTOS,2.4,TRANSFERENCIAS CORRIENTES,2.4.1,TRANSFERENCIAS CORRIENTES AL SECTOR PRIVADO,2.4.1.6,Transferencias corrientes a asociaciones sin fines de lucro y partidos políticos,2.4.1.6.05,Transferencias corrientes ocasionales a asociaciones sin fines de lucro
2,GASTOS,2.4,TRANSFERENCIAS CORRIENTES,2.4.7,TRANSFERENCIAS CORRIENTES AL SECTOR EXTERNO,2.4.7.2,Transferencias corrientes a organismos internacionales,2.4.7.2.01,Transferencias corrientes a Organismos Internacionales
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.1,MOBILIARIO Y EQUIPO,2.6.1.1,"Muebles, equipos de oficina y estantería",2.6.1.1.01,"Muebles, equipos de oficina y estantería"
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.1,MOBILIARIO Y EQUIPO,2.6.1.3,Equipos de tecnología de la información y comunicación,2.6.1.3.01,Equipos de tecnología de la información y comunicación
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.1,MOBILIARIO Y EQUIPO,2.6.1.4,Electrodomésticos,2.6.1.4.01,Electrodomésticos
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.1,MOBILIARIO Y EQUIPO,2.6.1.9,Otros mobiliarios y equipos no identificados precedentemente,2.6.1.9.01,Otros Mobiliarios y Equipos no Identificados Precedentemente
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.2,"MOBILIARIO Y EQUIPO DE AUDIO, AUDIOVISUAL, RECREATIVO Y EDUCACIONAL",2.6.2.1,Equipos y aparatos audiovisuales,2.6.2.1.01,Equipos y Aparatos Audiovisuales
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.2,"MOBILIARIO Y EQUIPO DE AUDIO, AUDIOVISUAL, RECREATIVO Y EDUCACIONAL",2.6.2.3,Cámaras fotográficas y de video,2.6.2.3.01,Cámaras fotográficas y de video
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.3,"EQUIPO E INSTRUMENTAL, CIENTÍFICO Y LABORATORIO",2.6.3.1,Equipo médico y de laboratorio,2.6.3.1.01,Equipo médico y de laboratorio
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.4,"VEHÍCULOS Y EQUIPO DE TRANSPORTE, TRACCIÓN Y ELEVACIÓN",2.6.4.1,Automóviles y camiones,2.6.4.1.01,Automóviles y camiones
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.4,"VEHÍCULOS Y EQUIPO DE TRANSPORTE, TRACCIÓN Y ELEVACIÓN",2.6.4.8,Otros equipos de transporte,2.6.4.8.01,Otros equipos de transporte
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.5,"MAQUINARIA, OTROS EQUIPOS Y HERRAMIENTAS",2.6.5.4,Sistemas y equipos de climatización,2.6.5.4.01,Sistemas y equipos de climatización
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.5,"MAQUINARIA, OTROS EQUIPOS Y HERRAMIENTAS",2.6.5.5,"Equipo de comunicación, telecomunicaciones y señalamiento",2.6.5.5.01,"Equipo de comunicación, telecomunicaciones y señalamiento"
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.5,"MAQUINARIA, OTROS EQUIPOS Y HERRAMIENTAS",2.6.5.6,Equipo de generación eléctrica y a fines,2.6.5.6.01,Equipo de generación eléctrica y a fines
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.5,"MAQUINARIA, OTROS EQUIPOS Y HERRAMIENTAS",2.6.5.7,Máquinas-herramientas,2.6.5.7.01,Máquinas-herramientas
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.5,"MAQUINARIA, OTROS EQUIPOS Y HERRAMIENTAS",2.6.5.8,Otros equipos,2.6.5.8.01,Otros equipos
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.8,BIENES INTANGIBLES,2.6.8.3,Programas de informática y base de datos,2.6.8.3.01,Programas de informática
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.9,"EDIFICIOS, ESTRUCTURAS, TIERRAS, TERRENOS Y OBJETOS DE VALOR",2.6.9.3,Terrenos urbanos,2.6.9.3.01,Terrenos urbanos sin mejoras
2,GASTOS,2.7,OBRAS,2.7.1,OBRAS EN EDIFICACIONES,2.7.1.2,Obras para edificación no residencial,2.7.1.2.01,Obras para edificación no residencial
2,GASTOS,2.1,REMUNERACIONES Y CONTRIBUCIONES,2.1.1,REMUNERACIONES,2.1.1.5,Prestaciones económicas,2.1.1.5.01,Prestaciones económicas
2,GASTOS,2.1,REMUNERACIONES Y CONTRIBUCIONES,2.1.2,SOBRESUELDOS,2.1.2.2,Compensación,2.1.2.2.06,Incentivo por Rendimiento Individual
2,GASTOS,2.1,REMUNERACIONES Y CONTRIBUCIONES,2.1.2,SOBRESUELDOS,2.1.2.2,Compensación,2.1.2.2.09,Bono por desempeño a servidores de carrera
2,GASTOS,2.1,REMUNERACIONES Y CONTRIBUCIONES,2.1.4,GRATIFICACIONES Y BONIFICACIONES,2.1.4.1,Bonificaciones,2.1.4.1.01,Bonificaciones
2,GASTOS,2.1,REMUNERACIONES Y CONTRIBUCIONES,2.1.4,GRATIFICACIONES Y BONIFICACIONES,2.1.4.2,Otras Gratificaciones y Bonificaciones,2.1.4.2.04,Otras gratificaciones
2,GASTOS,2.1,REMUNERACIONES Y CONTRIBUCIONES,2.1.5,CONTRIBUCIONES A LA SEGURIDAD SOCIAL,2.1.5.4,Contribuciones al plan de retiro complementario,2.1.5.4.02,Contribuciones al plan de retiro complementario legislativo y órganos constitucionales
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.5,ALQUILERES Y RENTAS,2.2.5.3,Alquileres de  equipos,2.2.5.3.01,Alquiler de equipo educacional
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.5,ALQUILERES Y RENTAS,2.2.5.6,Alquileres de terrenos,2.2.5.6.01,Alquileres de terrenos
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.7,"SERVICIOS DE CONSERVACIÓN, REPARACIONES MENORES E INSTALACIONES TEMPORALES",2.2.7.2,Mantenimiento y reparación  de maquinarias y equipos,2.2.7.2.03,Mantenimiento y reparación de equipo educacionales y recreación
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.7,"SERVICIOS DE CONSERVACIÓN, REPARACIONES MENORES E INSTALACIONES TEMPORALES",2.2.7.2,Mantenimiento y reparación  de maquinarias y equipos,2.2.7.2.99,"Otros servicios de mantenimiento, reparación, desmonte e instalación"
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.2,TEXTILES Y VESTUARIOS,2.3.2.1,"Hilados, fibras, telas y útiles de costura",2.3.2.1.01,"Hilados, fibras, telas y útiles de costura"
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.5,"CUERO, CAUCHO Y PLÁSTICO",2.3.5.1,Cuero y pieles,2.3.5.1.01,Cuero y pieles
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.6,"PRODUCTOS DE MINERALES, METÁLICOS Y NO METÁLICOS",2.3.6.1,"Productos de cemento, cal, asbesto, yeso y arcilla",2.3.6.1.05,Productos de arcilla y derivados
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.7,"COMBUSTIBLES, LUBRICANTES, PRODUCTOS QUÍMICOS Y CONEXOS",2.3.7.2,Productos químicos y conexos,2.3.7.2.02,Productos fotoquímicos
2,GASTOS,2.4,TRANSFERENCIAS CORRIENTES,2.4.1,TRANSFERENCIAS CORRIENTES AL SECTOR PRIVADO,2.4.1.1,Prestaciones a la seguridad social,2.4.1.1.03,Indemnización laboral
2,GASTOS,2.4,TRANSFERENCIAS CORRIENTES,2.4.1,TRANSFERENCIAS CORRIENTES AL SECTOR PRIVADO,2.4.1.4,Becas y viajes de estudios,2.4.1.4.02,Becas extranjeras
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.2,"MOBILIARIO Y EQUIPO DE AUDIO, AUDIOVISUAL, RECREATIVO Y EDUCACIONAL",2.6.2.4,Mobiliario y equipo educacional y recreativo,2.6.2.4.01,Mobiliario y equipo educacional y recreativo
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.4,"VEHÍCULOS Y EQUIPO DE TRANSPORTE, TRACCIÓN Y ELEVACIÓN",2.6.4.6,Equipo de tracción,2.6.4.6.01,Equipo de tracción
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.6,EQUIPOS DE DEFENSA Y SEGURIDAD,2.6.6.1,Equipos de defensa,2.6.6.1.01,Equipos de defensa
2,GASTOS,2.6,"BIENES MUEBLES, INMUEBLES E INTANGIBLES",2.6.8,BIENES INTANGIBLES,2.6.8.3,Programas de informática y base de datos,2.6.8.3.02,Base de datos
2,GASTOS,2.7,OBRAS,2.7.2,INFRAESTRUCTURA,2.7.2.2,Obras de energía,2.7.2.2.01,Obras de energía
2,GASTOS,2.1,REMUNERACIONES Y CONTRIBUCIONES,2.1.1,REMUNERACIONES,2.1.1.2,Remuneraciones al personal de carácter temporal,2.1.1.2.08,Empleados temporales
2,GASTOS,2.1,REMUNERACIONES Y CONTRIBUCIONES,2.1.2,SOBRESUELDOS,2.1.2.2,Compensación,2.1.2.2.03,Pago de horas extraordinarias
2,GASTOS,2.1,REMUNERACIONES Y CONTRIBUCIONES,2.1.2,SOBRESUELDOS,2.1.2.2,Compensación,2.1.2.2.10,Compensación por cumplimiento de indicadores del MAP
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.5,ALQUILERES Y RENTAS,2.2.5.2,Alquileres de máquinas y equipos de producción,2.2.5.2.01,Alquileres de máquinas y equipos de producción
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.5,ALQUILERES Y RENTAS,2.2.5.2,Alquileres de máquinas y equipos de producción,2.2.5.2.02,Alquileres de equipos eléctricos
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.5,ALQUILERES Y RENTAS,2.2.5.3,Alquileres de  equipos,2.2.5.3.04,Alquiler de equipo de oficina y muebles
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.7,"SERVICIOS DE CONSERVACIÓN, REPARACIONES MENORES E INSTALACIONES TEMPORALES",2.2.7.1,Contratación de mantenimiento y reparaciones menores,2.2.7.1.04,Mantenimiento y reparación de obras de ingeniería civil o infraestructura
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.7,"SERVICIOS DE CONSERVACIÓN, REPARACIONES MENORES E INSTALACIONES TEMPORALES",2.2.7.2,Mantenimiento y reparación  de maquinarias y equipos,2.2.7.2.04,"Mantenimiento y reparación de equipos médicos, sanitarios y de laboratorio"
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.7,"SERVICIOS DE CONSERVACIÓN, REPARACIONES MENORES E INSTALACIONES TEMPORALES",2.2.7.2,Mantenimiento y reparación  de maquinarias y equipos,2.2.7.2.07,Mantenimiento y reparación de equipos industriales y producción
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.7,"SERVICIOS DE CONSERVACIÓN, REPARACIONES MENORES E INSTALACIONES TEMPORALES",2.2.7.2,Mantenimiento y reparación  de maquinarias y equipos,2.2.7.2.08,"Servicios de mantenimiento, reparación, desmonte e instalación"
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.8,OTROS SERVICIOS NO INCLUIDOS EN CONCEPTOS ANTERIORES,2.2.8.3,Servicios sanitarios médicos y veterinarios,2.2.8.3.01,Servicios sanitarios médicos y veterinarios
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.9,OTRAS CONTRATACIONES DE SERVICIOS,2.2.9.1,Otras contrataciones de servicios,2.2.9.1.01,Otras contrataciones de servicios
2,GASTOS,2.2,CONTRATACIÓN DE SERVICIOS,2.2.9,OTRAS CONTRATACIONES DE SERVICIOS,2.2.9.2,Servicios de alimentación,2.2.9.2.03,Servicios de Catering
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.1,ALIMENTOS Y PRODUCTOS AGROFORESTALES,2.3.1.3,Productos agroforestales y pecuarios,2.3.1.3.01,Productos pecuarios
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.1,ALIMENTOS Y PRODUCTOS AGROFORESTALES,2.3.1.3,Productos agroforestales y pecuarios,2.3.1.3.02,Productos agrícolas
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.2,TEXTILES Y VESTUARIOS,2.3.2.4,Calzados,2.3.2.4.01,Calzados
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.3,"PAPEL, CARTÓN E IMPRESOS",2.3.3.5,Textos de enseñanza,2.3.3.5.01,Textos de enseñanza
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.5,"CUERO, CAUCHO Y PLÁSTICO",2.3.5.2,Productos de cuero,2.3.5.2.01,Artículos de cuero
2,GASTOS,2.3,MATERIALES Y SUMINISTROS,2.3.6,"PRODUCTOS DE MINERALES, METÁLICOS Y NO METÁLICOS",2.3.6.1,"Productos de cemento, cal, asbesto, yeso y arcilla",2.3.6.1.02,Productos de cal
